id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Label
520191,5,4,3,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>2",18,2,2,Carnival is the greatest party in the world.,Rio de Janeiro
520191,4,4,4,3,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>3",3,4,6,"I want to be apart of it, New York, New York.",New York City
520191,3,1,3,2,Partner,"Skyscrapers=>2,Sport=>3,Art and Music=>6,Carnival=>1,Cuisine=>5,Economic=>4",4,1,4,The city of romance.,Paris
413095,4,5,3,2,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>3,Carnival=>1,Cuisine=>3,Economic=>5",18,8,6,"""In Dubai, we don't wait for things to happen, we make them happen.""",Dubai
413095,5,4,4,5,Friends,"Skyscrapers=>3,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>2,Economic=>2",27,3,4,"""The magic ofÂ Rio de JaneiroÂ isn't just. â€œThey have a joy for life in Brazil unlike any country I've ever seen.â€",Rio de Janeiro
413095,5,5,3,3,Co-worker,"Skyscrapers=>6,Sport=>5,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>6",2,10,15,"â€œWhen I'm in New York, I just want to walk down the street and feel this thing, like I'm in a movie.â€",New York City
413095,5,5,5,3,Friends,"Skyscrapers=>3,Sport=>3,Art and Music=>6,Carnival=>3,Cuisine=>6,Economic=>4",5,6,20,"â€œWhen you see some sun,Â ParisÂ is the most beautiful city in the world. It brings tears to your eyes.â€.",Paris
520019,5,3,4,2,Friends,"Skyscrapers=>6,Sport=>4,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>5",35,4,2,A city of wonder,Dubai
520019,5,2,4,5,"Partner,Friends","Skyscrapers=>3,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>4,Economic=>4",30,3,3,A place to party,Rio de Janeiro
520019,5,5,3,5,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>5,Art and Music=>5,Carnival=>3,Cuisine=>3,Economic=>6",-5,10,12,Chaotic but it somehow works,New York City
520019,5,4,5,3,Partner,"Skyscrapers=>6,Sport=>2,Art and Music=>6,Carnival=>4,Cuisine=>6,Economic=>6",3,3,7,The most romantic city in the world,Paris
14231,5,4,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>1,Economic=>5",20,5,5,Only in Dubai.,Dubai
14231,3,3,3,3,"Partner,Friends","Skyscrapers=>2,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>1",30,3,4,Football is played in Rio.,Rio de Janeiro
14231,5,4,4,5,"Partner,Friends","Skyscrapers=>3,Sport=>2,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>1",0,4,8,Dreams come true here.,New York City
14231,4,2,3,3,Partner,"Skyscrapers=>2,Sport=>1,Art and Music=>6,Carnival=>5,Cuisine=>3,Economic=>4",10,3,5,The city of love.,Paris
493876,4,4,2,2,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>6,Cuisine=>5,Economic=>1",25,5,3,"Dubai is a city of dreams, where the world gathers to marvel at the crossroads of innovation and tradition.",Dubai
493876,3,5,5,5,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>6,Cuisine=>4,Economic=>3",25,7,10,"A city of vibrant rhythms, breathtaking landscapes, and an enduring spirit of celebration.",Rio de Janeiro
493876,5,5,5,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>2,Economic=>2",0,3,10,"The city that never sleeps, where dreams are made and the skyline tells a story of endless possibilities.",New York City
493876,5,4,5,4,Partner,"Skyscrapers=>6,Sport=>1,Art and Music=>6,Carnival=>4,Cuisine=>6,Economic=>2",5,3,5,"A timeless symphony of culture, romance, and elegance, where every street whispers the stories of history and art.",Paris
414142,5,3,4,4,"Partner,Friends","Skyscrapers=>5,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>6",25,3,4,"Vivid, rich and authentic.",Dubai
414142,5,2,2,5,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",30,3,5,"Colourful, exciting and naturalistic.",Rio de Janeiro
414142,5,5,5,5,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",-5,5,4,"Cold and noisy, but multicultural.",New York City
414142,5,4,5,4,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>3,Art and Music=>5,Carnival=>1,Cuisine=>6,Economic=>4",5,2,2,"Crowded and expensive, but historic.",Paris
497167,5,4,5,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>1,Economic=>5",20,4,5,"Habibi, Welcome to Dubai!",Dubai
497167,1,1,1,1,Friends,"Skyscrapers=>1,Sport=>2,Art and Music=>3,Carnival=>4,Cuisine=>5,Economic=>6",25,3,4,"Forest, Nature, Angry Birds",Rio de Janeiro
497167,5,2,4,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>5,Cuisine=>3,Economic=>4",5,3,6,Night life of new york,New York City
497167,3,3,2,4,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>6,Carnival=>3,Cuisine=>2,Economic=>4",10,3,10,effile tower,Paris
525457,5,3,4,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,5,5,The sky is not the limit,Dubai
525457,3,2,2,3,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>1",28,5,10,OlÃ©,Rio de Janeiro
525457,5,5,1,1,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",0,5,10,Concrete jungle where dreams are made of,New York City
525457,5,4,5,2,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>4,Cuisine=>5,Economic=>3",5,5,10,City of love,Paris
500880,5,3,5,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>4,Economic=>6",35,5,4,"""Money is everything""",Dubai
500880,3,2,4,5,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>5,Cuisine=>3,Economic=>2",28,2,3,"""The greatness of a city is in it's culture""",Rio de Janeiro
500880,5,4,3,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>5,Economic=>6",8,6,8,"""Good morning new yorkers!!""",New York City
500880,5,3,3,5,"Partner,Friends","Skyscrapers=>2,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>6,Economic=>4",20,2,10,"""Don't say you model if you haven't been on Vogue""",Paris
521042,4,5,5,2,"Partner,Friends","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",20,3,40,"Don't count the days, make the days count",Dubai
521042,4,3,5,4,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>4,Cuisine=>2,Economic=>3",25,2,25,Live in the moment,Rio de Janeiro
521042,5,5,3,3,"Friends,Co-worker","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",11,2,35,Where dreams come true,New York City
521042,5,3,5,2,Partner,"Skyscrapers=>2,Sport=>3,Art and Music=>5,Carnival=>4,Cuisine=>6,Economic=>1",7,4,25,"Dream big, work hard",Paris
411011,4,3,4,3,Friends,"Skyscrapers=>5,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",30,5,7,That's a lot of money,Dubai
411011,4,3,3,4,Friends,"Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",30,4,5,Carnaval?Â ,Rio de Janeiro
411011,5,3,3,2,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>5",0,1,3,The big appleÂ ,New York City
411011,5,3,4,3,Friends,"Skyscrapers=>3,Sport=>1,Art and Music=>5,Carnival=>4,Cuisine=>6,Economic=>2",10,1,4,BaguetteÂ ,Paris
519852,4,3,4,1,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>3,Carnival=>6,Cuisine=>4,Economic=>2",20,2,1,"""Habibi, Come to Dubai""",Dubai
519852,3,1,3,3,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>4,Cuisine=>2,Economic=>5",25,2,3,Neymar,Rio de Janeiro
519852,5,5,3,5,Friends,"Skyscrapers=>2,Sport=>4,Art and Music=>3,Carnival=>5,Cuisine=>6,Economic=>1",5,10,15,There is something in the New York air that makes sleep useless.,New York City
519852,4,4,4,3,Partner,"Skyscrapers=>1,Sport=>4,Art and Music=>2,Carnival=>5,Cuisine=>3,Economic=>6",5,4,20,Vive la revolution,Paris
627699,5,4,5,2,Friends,"Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>6",26,3,4,no taxes! (slave labour),Dubai
627699,4,3,4,5,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>2",34,7,7,Jesus,Rio de Janeiro
627699,5,5,2,3,"Friends,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>6,Carnival=>1,Cuisine=>4,Economic=>6",-10,4,15,the city that never sleeps,New York City
627699,5,3,5,3,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>2,Art and Music=>6,Carnival=>4,Cuisine=>3,Economic=>3",3,3,15,city of love,Paris
521165,5,4,5,3,"Friends,Co-worker","Skyscrapers=>5,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>6",21,6,7,"no taxes

wealthy

Â ",Dubai
521165,3,2,1,5,Friends,"Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",33,2,3,"city of cats

olympia",Rio de Janeiro
521165,5,5,4,5,"Friends,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>6",-2,10,20,"city of lights

i'll restart in new york

city that never sleeps",New York City
521165,5,4,5,5,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>2",12,3,15,"city of love

city of romance

romantic get away

croissan

ba getÂ ",Paris
517048,5,4,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>5",19,5,6,City of futuristic infrastructure,Dubai
517048,4,4,3,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>2,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>3",23,4,5,Fun loving city of parties,Rio de Janeiro
517048,5,5,5,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>4,Economic=>5",20,7,9,most famous city in the world,New York City
517048,5,3,4,5,Partner,"Skyscrapers=>1,Sport=>2,Art and Music=>5,Carnival=>4,Cuisine=>6,Economic=>3",21,4,12,city of love and art,Paris
508784,5,4,3,2,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",22,5,3,"""The sky is not the limit""",Dubai
508784,3,2,4,4,Friends,"Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>3,Economic=>1",26,2,2,"""Put your flags up in the sky""",Rio de Janeiro
508784,5,4,3,2,"Partner,Friends","Skyscrapers=>4,Sport=>3,Art and Music=>5,Carnival=>2,Cuisine=>1,Economic=>6",0,3,3,"""The Big Apple""",New York City
508784,4,3,5,4,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>6,Carnival=>3,Cuisine=>5,Economic=>2",10,1,2,"""The City of Lights""",Paris
519371,5,4,4,2,"Friends,Siblings","Skyscrapers=>1,Sport=>1,Art and Music=>1,Carnival=>6,Cuisine=>6,Economic=>5",20,8,15,"When it comes to wealth, Dubai doesn't just talk the talk; it builds the skyline",Dubai
519371,2,2,4,5,"Partner,Friends,Siblings","Skyscrapers=>4,Sport=>6,Art and Music=>6,Carnival=>6,Cuisine=>6,Economic=>4",30,5,5,"In Rio de Janeiro, it's always a beautiful day.",Rio de Janeiro
519371,4,5,3,4,"Friends,Siblings","Skyscrapers=>1,Sport=>4,Art and Music=>4,Carnival=>3,Cuisine=>4,Economic=>6",0,5,5,Welcome to New York,New York City
519371,4,2,3,2,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>2,Art and Music=>5,Carnival=>3,Cuisine=>2,Economic=>4",10,5,5,"â€œWhen you see some sun, Paris is the most beautiful city in the world. It brings tears to your eyes.â€",Paris
521180,5,3,4,2,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",30,4,6,big buildings big cars big houses,Dubai
521180,3,3,3,5,Partner,"Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",20,2,4,"summers, beaches, parties",Rio de Janeiro
521180,5,4,3,2,Friends,"Skyscrapers=>4,Sport=>2,Art and Music=>5,Carnival=>1,Cuisine=>3,Economic=>6",-5,2,10,"big apple, where dreams come true",New York City
521180,5,4,4,3,Partner,"Skyscrapers=>3,Sport=>5,Art and Music=>6,Carnival=>1,Cuisine=>2,Economic=>4",0,1,4,city of love,Paris
519462,4,4,5,3,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>6",10,4,10,Home of the Burj Khalifa.,Dubai
519462,3,2,3,4,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",25,3,5,Where the 2016 Olympic games were hosted.,Rio de Janeiro
519462,5,4,2,2,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>6",0,2,15,The New York Stock Exchange.,New York City
519462,4,3,4,3,"Partner,Friends","Skyscrapers=>3,Sport=>2,Art and Music=>5,Carnival=>4,Cuisine=>6,Economic=>1",8,2,7,Location of the Eiffel Tower.,Paris
314895,3,5,4,3,"Partner,Friends","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>4,Cuisine=>5,Economic=>1",20,3,20,"Very amazing and beautiful looking city, but built on poor decisions and bad infrastructure.",Dubai
314895,3,3,3,4,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>4,Carnival=>3,Cuisine=>5,Economic=>2",25,2,4,"A hot area but with many beaches, and people on the streets playing sports and tourists",Rio de Janeiro
314895,5,2,1,2,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>4,Sport=>3,Art and Music=>1,Carnival=>2,Cuisine=>5,Economic=>6",0,3,10,"A very popular location with very many activities for tourists to do. The location of Times Square and wall street,",New York City
314895,5,3,4,3,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>2,Art and Music=>4,Carnival=>3,Cuisine=>6,Economic=>5",0,1,5,The eiffel tower and wine,Paris
501597,4,2,4,4,"Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",35,4,4,Burj Khalifa,Dubai
501597,4,3,2,5,"Partner,Friends","Skyscrapers=>1,Sport=>5,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>2",30,6,3,Carnival,Rio de Janeiro
501597,5,5,3,2,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>3,Art and Music=>2,Carnival=>1,Cuisine=>4,Economic=>5",6,3,8,I love new york,New York City
501597,5,2,1,2,Partner,"Skyscrapers=>1,Sport=>4,Art and Music=>6,Carnival=>2,Cuisine=>5,Economic=>3",10,4,12,Viva la Paris,Paris
395709,5,5,4,4,Partner,"Skyscrapers=>5,Sport=>4,Art and Music=>3,Carnival=>3,Cuisine=>3,Economic=>6",38,3,3,"""If you can dream it, you can do it"" - Walt Disney",Dubai
395709,4,4,2,5,"Partner,Friends,Siblings","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>6,Cuisine=>5,Economic=>2",25,4,5,"""Life is what you celebrate. All of it. Even its end"" - Joanne Harris",Rio de Janeiro
395709,5,3,3,2,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>2,Carnival=>2,Cuisine=>2,Economic=>5",12,1,2,"""In New York (Ayy, ow, uh, yeah) Concrete jungle where dreams are made of."" - Alicia Keys",New York City
395709,5,4,5,1,Partner,"Skyscrapers=>3,Sport=>2,Art and Music=>6,Carnival=>2,Cuisine=>5,Economic=>3",8,3,6,"""We accept the love we think we deserve"" - Steven Chbosky",Paris
519481,3,2,2,2,"Siblings,Co-worker","Skyscrapers=>6,Sport=>4,Art and Music=>3,Carnival=>2,Cuisine=>1,Economic=>5",20,2,2,Rich as hell,Dubai
519481,4,2,2,5,"Partner,Friends","Skyscrapers=>1,Sport=>3,Art and Music=>5,Carnival=>6,Cuisine=>4,Economic=>2",30,2,1,Passionate,Rio de Janeiro
519481,5,5,5,3,"Partner,Friends","Skyscrapers=>6,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>4",0,1,5,no,New York City
519481,5,5,5,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>2,Sport=>1,Art and Music=>6,Carnival=>4,Cuisine=>5,Economic=>3",0,2,2,"Emily in Paris
--------------",Paris
617619,5,2,2,4,Friends,"Skyscrapers=>6,Sport=>5,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>4",24,4,3,Something about airlines,Dubai
617619,4,3,5,4,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>2,Economic=>3",25,2,2,Something about football,Rio de Janeiro
617619,4,4,2,1,Siblings,"Skyscrapers=>5,Sport=>4,Art and Music=>2,Carnival=>1,Cuisine=>3,Economic=>6",6,2,2,ðŸŽµWhen you're in new yorkðŸŽµ,New York City
617619,3,2,5,2,Siblings,"Skyscrapers=>4,Sport=>2,Art and Music=>6,Carnival=>1,Cuisine=>5,Economic=>3",12,3,2,Ratatouille,Paris
519724,4,4,4,4,Partner,"Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",15,5,5,"""The city of the future""",Dubai
519724,2,2,2,3,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25,2,3,"""Neymarrrr""",Rio de Janeiro
519724,5,4,2,4,"Friends,Siblings","Skyscrapers=>4,Sport=>1,Art and Music=>3,Carnival=>2,Cuisine=>5,Economic=>6",0,3,5,"""In New York, Concrete Jungles where Dreams are made of ...""",New York City
519724,3,1,1,1,"Partner,Co-worker","Skyscrapers=>1,Sport=>4,Art and Music=>3,Carnival=>6,Cuisine=>5,Economic=>2",6,1,1,"""Bon Appetit""",Paris
408528,4,3,3,3,Friends,"Skyscrapers=>6,Sport=>1,Art and Music=>1,Carnival=>4,Cuisine=>1,Economic=>1",20,4,10,rich,Dubai
408528,4,3,3,4,Friends,"Skyscrapers=>2,Sport=>6,Art and Music=>4,Carnival=>6,Cuisine=>2,Economic=>3",27,4,20,football,Rio de Janeiro
408528,5,5,4,3,Friends,"Skyscrapers=>6,Sport=>3,Art and Music=>6,Carnival=>3,Cuisine=>4,Economic=>6",1,2,10,concrete jungle where dreams are made of,New York City
408528,4,3,5,3,Partner,"Skyscrapers=>2,Sport=>5,Art and Music=>6,Carnival=>2,Cuisine=>5,Economic=>3",5,2,20,romance,Paris
519652,5,4,3,3,"Partner,Friends","Skyscrapers=>5,Sport=>2,Art and Music=>2,Carnival=>3,Cuisine=>3,Economic=>6",20,3,4,A rich city,Dubai
519652,4,3,4,5,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>4,Art and Music=>4,Carnival=>6,Cuisine=>3,Economic=>3",28,3,4,City of carnivals,Rio de Janeiro
519652,5,4,2,2,"Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>1,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>4",1,4,5,Busy city,New York City
519652,5,4,4,3,"Partner,Friends,Siblings","Skyscrapers=>4,Sport=>3,Art and Music=>5,Carnival=>2,Cuisine=>4,Economic=>4",3,3,5,Romantic city,Paris
394579,4,3,3,3,"Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",17,3,4,"""Dubai is a parody of the 21st century""",Dubai
394579,3,4,2,5,Friends,"Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",30,2,3,"""Come to Brazil""",Rio de Janeiro
394579,4,4,4,2,"Partner,Friends,Co-worker","Skyscrapers=>6,Sport=>2,Art and Music=>3,Carnival=>1,Cuisine=>4,Economic=>5",5,2,3,"""I want to be a part of it: New York, New York.""",New York City
394579,4,2,5,3,"Partner,Friends,Siblings","Skyscrapers=>2,Sport=>1,Art and Music=>4,Carnival=>6,Cuisine=>5,Economic=>3",5,2,2,"""The average piece of junk is probably more meaningful than our criticism designating it so.""",Paris
499389,5,4,5,3,"Friends,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>3,Cuisine=>4,Economic=>5",30,3,2,Rich arabic men,Dubai
499389,4,4,4,5,"Partner,Friends","Skyscrapers=>1,Sport=>4,Art and Music=>5,Carnival=>6,Cuisine=>3,Economic=>2",25,4,3,.,Rio de Janeiro
499389,5,5,2,2,Siblings,"Skyscrapers=>6,Sport=>1,Art and Music=>4,Carnival=>2,Cuisine=>3,Economic=>5",5,6,15,There is no place like new york,New York City
499389,5,3,4,2,"Partner,Co-worker","Skyscrapers=>1,Sport=>3,Art and Music=>6,Carnival=>2,Cuisine=>5,Economic=>4",7,2,4,Oui oui baguette,Paris
522120,1,1,1,1,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>5,Sport=>3,Art and Music=>4,Carnival=>1,Cuisine=>3,Economic=>3",1,12,10,Oh No,Dubai
522120,1,1,1,1,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>1,Sport=>5,Art and Music=>1,Carnival=>4,Cuisine=>1,Economic=>1",2,24,46,Oh Yes,Rio de Janeiro
522120,1,2,1,4,Siblings,"Skyscrapers=>2,Sport=>3,Art and Music=>6,Carnival=>3,Cuisine=>3,Economic=>3",89,25,78,Oh Ho,New York City
522120,2,1,3,4,Friends,"Skyscrapers=>2,Sport=>3,Art and Music=>6,Carnival=>2,Cuisine=>2,Economic=>5",9,87,67,E OhÂ ,Paris
519777,5,4,4,4,"Partner,Friends","Skyscrapers=>1,Sport=>6,Art and Music=>5,Carnival=>4,Cuisine=>3,Economic=>2",25,3,15,the future is now,Dubai
519777,4,3,4,5,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",20,3,5,city of god,Rio de Janeiro
519777,5,5,5,3,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>2,Sport=>6,Art and Music=>3,Carnival=>5,Cuisine=>4,Economic=>1",10,10,30,concrete jungle where dreams are made of,New York City
519777,5,4,5,3,"Partner,Friends","Skyscrapers=>5,Sport=>6,Art and Music=>2,Carnival=>3,Cuisine=>1,Economic=>4",15,1,15,croissants and cigarettesÂ ,Paris
517373,5,3,4,2,"Partner,Friends,Siblings","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",25,5,10,The only place where the sky is not the limit,Dubai
517373,3,4,2,4,"Friends,Siblings","Skyscrapers=>3,Sport=>6,Art and Music=>4,Carnival=>5,Cuisine=>2,Economic=>1",20,3,3,Um Mundo Novo,Rio de Janeiro
517373,5,4,4,5,"Partner,Friends,Siblings,Co-worker","Skyscrapers=>6,Sport=>1,Art and Music=>2,Carnival=>4,Cuisine=>3,Economic=>5",-5,3,10,A city that never sleeps,New York City
517373,4,3,5,4,Partner,"Skyscrapers=>6,Sport=>5,Art and Music=>1,Carnival=>2,Cuisine=>4,Economic=>3",5,5,5,Secrets travel fast in Paris.,Paris
